user_id,article_1,article_2,article_3,article_4,article_5
249792,357554,50494,283009,277107,331116
249788,206415,315104,36162,331116,158772
249772,32088,96210,57616,336245,284583
249767,31520,336223,63307,133160,195009
249762,283009,277107,39894,157478,352979
249754,277107,30389,283009,39894,235105
249748,331116,30389,336254,283009,352979
249747,30389,352979,39894,336254,283009
249746,336245,20691,337441,32088,288440
249742,36162,50644,70986,211442,205824
249732,30389,352979,283009,336254,39894
249729,336254,283009,157478,277107,331116
249723,30389,283009,234481,158772,50644
249722,283009,336254,159019,277107,198605
249721,70591,208360,206735,183176,202534
249712,336254,283009,157478,277107,285849
249711,277107,331116,352979,336254,36162
249697,111043,128260,215993,348112,120967
249692,336254,289003,277107,283009,331116
249678,156807,119189,30389,277107,166380
249676,128260,337192,336220,289090,354086
249670,331116,157478,277107,362914,283009
249662,352979,283009,39894,157478,36162
249651,20691,233688,183176,159529,215993
249650,336254,352979,283009,331116,315104
249647,283009,157478,277107,285849,39894
249645,39894,283009,30389,235105,206415
249637,166322,331116,57966,157478,277107
249634,277107,36162,50644,362914,158331
249631,362914,277107,331116,199372,315104
249626,331116,337143,293513,289003,336245
249619,96210,236610,58580,20691,194289
249617,202355,331116,202559,218028,206785
249599,277107,39894,352979,336254,30389
249589,57966,128260,277107,336254,331116
249588,156964,234698,64409,336221,234813
249586,70429,206415,283009,119189,277107
249583,183176,59681,32087,235616,156843
249581,20691,336245,288440,96210,337441
249576,277107,218028,283009,57966,30389
249565,336221,234269,354086,235616,234698
249553,277107,157478,289003,285849,97530
249542,225010,283764,75962,271262,202416
249538,181585,159938,111043,336220,236524
249525,156279,36162,50644,30760,211455
249518,20691,284583,96210,57616,284773
249515,206785,277107,235105,206415,39894
249508,336254,283009,97530,206785,277107
249505,277107,352979,283009,39894,157478
249500,50405,149706,168416,211732,50494
249497,352979,39894,30389,283009,235105
249493,331116,215613,202355,214753,289003
249490,331116,36162,218028,162378,277107
249988,277067,96210,271262,283764,236566
249880,288440,96210,336245,337441,159529
249785,59057,336223,234698,303180,141004
249774,277107,289003,202320,352979,206785
249623,36162,235105,156279,157478,50494
249593,166129,337143,293513,70215,158882
249512,59228,95977,48810,119200,198817
249983,96210,20691,284583,285377,236610
249941,336254,283009,157478,277107,331116
249704,235616,32082,289090,336220,235854
249696,250043,283764,159196,202416,271262
249556,331116,57966,336254,277107,97530
249534,57966,331116,157478,97530,277107
249532,209236,331116,218028,202559,162378
249959,59057,336223,133160,31836,303180
249953,277107,36162,158772,283009,206415
249885,250043,96210,57616,336245,20691
249753,336223,234698,288320,300082,119193
249708,337192,277491,352901,288435,354086
249578,277107,336254,157478,352979,362914
249489,348112,183176,111043,233688,20691
249963,159762,233717,160132,284547,235440
249868,284985,96755,336223,235854,234698
249812,202289,202493,293301,233717,285719
249706,331116,336254,157478,289003,57966
249703,208237,70591,207963,206735,289090
249691,183176,235854,336220,289090,156843
249671,277107,39894,283009,30389,336254
249652,277107,352979,283009,289003,336254
249607,20691,336245,284583,236610,271262
249560,39894,352979,283009,30389,336254
249522,336254,283009,277107,157478,285849
249507,336220,183176,288435,235854,277492
249495,277713,331116,207603,289003,336254
249927,50494,198605,73506,283009,277107
249887,225010,156296,285377,50504,16087
249805,58580,271262,65991,313920,38625
249804,336245,20691,96210,183176,348093
249775,64409,300082,234698,235870,288321
249770,202320,285908,70429,235105,50494
249727,283009,336254,39894,352979,157478
249694,288435,354086,284339,181585,129799
249594,36162,156279,211442,277107,50644
249521,293513,20691,331116,202355,158882
249993,141004,59057,336223,234698,288320
249822,300082,156964,336221,64409,235870
249799,156964,64346,42226,300082,234698
249740,256026,289003,255735,255708,256139
249688,336245,348093,9308,183176,96210
249641,133160,336380,83534,338339,128551
249616,58580,225010,271262,283009,283764
249609,96210,336245,20691,70484,202476
249595,208531,235616,29953,208118,156052
249509,208150,348112,183176,202637,285533
249499,96210,57616,284583,313920,277067
249982,96210,128260,336220,20691,111043
249964,288440,96210,336245,57616,233742
249960,124749,233997,203890,293114,96755
249925,336220,354086,289090,235616,352901
249883,233688,111043,87174,234698,183176
249838,202355,209236,206763,337143,206785
249819,199474,293513,337143,331116,331780
249794,289090,32082,234269,336220,234698
249790,336254,157478,331116,277107,289003
249685,235616,289090,336221,32082,336220
249659,157375,159196,271262,225010,313920
249628,234698,59057,336223,336221,141004
249571,161506,288320,31836,63307,336223
249568,336245,20691,288440,96210,233742
249563,283009,277107,157478,331116,235105
249561,354086,208360,202534,202388,277492
249543,277492,119534,289090,215674,235854
249514,59057,336223,271261,31836,95716
249503,96210,288440,336245,183176,271262
249977,218028,214753,215613,158541,199474
249967,277107,39894,30389,283009,331116
249929,288320,133160,31836,336223,48403
249908,234698,95716,315105,336223,277491
249833,111043,183176,283505,128260,215993
249831,183176,284339,111043,277492,119534
249827,198659,64329,162655,224658,199197
249787,289003,96210,336254,271262,225010
249764,354086,289090,233688,183176,235854
249751,277491,336220,288435,354086,337192
249737,96210,271262,283764,270607,236610
249734,354086,235854,336223,235616,289090
249730,348109,285533,336245,159529,327984
249709,58580,336245,225010,96210,283764
249674,277492,211415,235854,354086,284096
249625,202320,235105,284470,277107,206785
249624,300234,96210,202476,233842,237580
249536,181585,119534,20691,159938,284339
249523,202652,159275,209013,57748,70215
249510,161506,270799,235525,162718,71035
249502,336223,59057,119193,299871,234698
249491,234698,336221,300082,156964,95716
249944,293513,337143,343256,57748,288500
249924,235616,234698,29953,336221,234269
249912,336254,283009,277107,157478,39894
249881,50504,158882,293513,245161,331116
249879,168623,293301,205846,225041,285719
249874,348112,208150,183176,285533,233688
249854,141004,234698,336223,59057,336221
249847,156964,235870,64409,336221,235616
249803,283009,336254,207603,157478,206785
249781,20691,336245,284773,284583,331116
249776,168623,32750,285719,123909,159762
249771,336380,336223,128551,108856,31520
249758,234698,300082,336221,156964,235870
249752,202388,206735,208360,70591,202372
249693,206785,202320,289003,277107,283009
249630,59057,234698,133160,336223,300082
249620,307779,354086,128260,277492,284096
249612,168623,276970,161425,156625,95972
249596,277492,235854,336220,307779,284096
249591,285379,276970,95972,123909,299152
249574,293301,123909,160132,168623,214800
249555,235616,300082,236338,235870,234269
249550,233717,276946,58606,42883,300263
249985,57748,202355,50504,162817,159275
249973,168623,236207,237524,95972,276970
249955,336223,129434,31520,233658,299841
249923,354086,277492,235854,336220,289090
249826,336223,336221,95716,119193,218330
249807,119534,159938,277492,183176,215674
249735,337192,289090,336220,284096,277491
249681,271261,336223,95716,234269,119193
249680,336254,283009,157478,277107,285849
249587,156964,336221,235854,300082,235616
249548,276970,285379,123909,95972,168623
249546,156964,58565,277491,235616,235854
249997,293114,124749,128957,129434,293050
249951,288435,235854,128260,289090,277492
249948,336220,277492,354086,128260,289090
249938,289003,157478,97530,283009,39894
249934,284096,277491,336220,289090,235854
249914,214800,111210,276946,58606,160132
249907,183176,235854,336220,128260,354086
249902,286209,206315,124176,236951,284422
249898,211415,354086,214784,211722,235854
249850,271262,96210,157043,313920,236610
249843,336220,289090,277491,235616,235854
249823,272218,301030,129434,108856,293114
249791,285377,58580,271262,236610,284773
249786,272143,199198,166581,175040,285343
249766,235616,289090,234698,277491,336221
249763,168623,123909,276970,25325,161425
249699,168623,208082,206315,236207,207714
249679,336254,283009,157478,277107,39894
249672,289090,336220,235616,277491,207848
249656,336245,96210,288440,233742,337441
249654,255007,289003,315104,336254,73506
249646,124749,123909,198817,124350,293062
249635,58580,271262,277067,284583,225010
249627,58580,65991,236610,284773,96210
249613,288435,235854,277492,128260,336220
249610,300234,237580,202476,96210,66672
249600,87236,87231,87224,87228,233658
249580,225010,271262,58580,38625,313920
249562,277492,354086,336220,307779,235854
249558,336220,284096,119534,277491,289090
249524,31836,161801,161506,234698,336221
249513,331116,277107,289003,336254,283009
249494,284985,158906,293114,140528,124749
249958,124194,123289,284422,236444,236951
249897,336223,234698,95716,234269,352983
249878,214709,236951,198817,124194,284422
249865,235616,336221,289090,234698,352902
249815,277107,234308,283009,206415,36162
249810,293050,286209,336314,182256,293114
249779,336221,234698,300082,336223,293218
249773,199198,272143,156560,156624,64329
249745,235616,289090,336221,336220,234267
249744,58580,225010,236566,277067,283764
249731,161878,331116,218028,202355,157815
249725,202493,293301,207720,207311,205846
249710,59057,133160,235296,288320,236553
249700,331116,202355,289003,157478,206785
249686,208430,70999,203890,124749,293114
249665,31836,336223,288320,214206,225019
249614,293050,124749,284985,336223,129434
249603,313996,293050,96755,284985,70999
249573,161506,161801,270799,63307,62567
249554,156964,234698,64346,157076,336221
249552,59057,133160,31836,303180,214206
249537,284583,96210,277067,284773,20691
249533,168623,123909,160131,286321,159762
249529,234698,336221,300082,336223,293218
249501,336380,129434,156355,108856,303565
249998,206415,277107,234308,36162,206571
249994,236951,284422,124194,157844,206315
249992,157478,289003,331116,97530,57966
249991,277492,352901,337192,235854,336220
249990,96210,336245,288440,183176,159529
249980,272143,162655,199198,64329,59758
249978,87224,161506,233658,214283,141004
249962,168623,156625,276970,124228,237524
249943,331116,336254,39894,283791,97530
249939,123909,123826,124228,293513,124749
249935,331780,199474,206763,160748,202355
249921,168623,123909,156625,25325,276970
249919,284985,160940,337735,293114,96755
249869,124194,236951,123289,236444,283392
249861,156560,284547,199197,272143,156619
249857,336245,96210,288440,233742,271262
249835,50494,70429,283009,39894,277107
249806,236444,206315,61375,158915,157252
249777,293301,168623,285719,233717,156654
249768,16087,161580,362121,95726,95721
249750,124228,168623,124748,331738,123909
249739,235616,352902,234698,235524,208237
249738,277107,39894,289003,352979,336254
249736,218028,214753,202355,315146,158541
249719,336223,87174,129434,161506,234698
249683,233717,123909,289126,168623,31836
249675,277492,119534,336220,215674,354086
249669,58580,225010,236566,277067,313920
249658,293301,233717,168623,257291,156654
249644,336245,96210,20691,159529,233742
249636,284985,96755,337735,160940,293114
249632,161580,162817,57748,337143,336245
249629,160132,111210,58606,214800,159762
249621,354086,183176,307779,119534,284096
249602,272143,284547,235230,313431,199197
249570,183176,215993,234006,96210,111043
249569,336220,307779,337192,235854,289090
249504,272143,199197,64329,162655,235230
249498,123826,338340,124748,124350,293050
249492,36162,211442,156279,211732,30760
249969,233717,159762,157078,160132,214800
249942,156964,336221,300082,64409,235870
249890,331116,39894,336254,289003,202381
249836,123909,338340,124748,123826,124350
249824,284096,354086,289090,336220,352901
249757,124350,123289,123290,124177,123826
249705,257291,293301,159762,123909,214800
249698,168623,159762,293301,272143,156560
249689,336223,234698,31836,225019,59057
249684,59057,234698,336221,95716,48403
249649,31836,161506,161801,59057,141004
249597,160974,162655,272143,156560,64329
249511,158536,162655,156560,64329,272143
249506,156624,160417,156560,168623,162655
249488,272143,162655,64329,202557,166581
249987,286161,199197,285343,156560,156619
249975,58580,271262,225010,277067,96210
249970,233717,297639,233478,276946,160132
249961,354086,36399,337192,336220,284096
249954,39894,277107,289003,352979,157478
249946,303565,31520,234987,159177,129434
249945,206168,235230,70646,284547,199197
249930,206763,199474,202355,159275,209236
249928,289090,336220,277492,235616,64409
249920,272218,108856,301030,129434,97082
249889,198659,199198,162655,64329,156560
249870,308930,124749,293114,284985,235451
249859,272143,162655,199198,284901,160417
249851,235616,32082,208531,203199,29953
249845,336245,20691,271262,337441,288440
249840,129434,83534,348113,108856,156355
249837,123909,124177,215861,168623,124194
249798,214474,129434,97433,62434,301030
249784,199198,272143,175040,160417,162655
249780,168623,257291,225041,159762,286321
249778,336221,156964,235870,300082,64409
249765,182256,58891,29766,283392,95977
249756,218028,214753,61594,199474,215613
249755,289126,159762,257291,233717,32750
249728,293301,159762,168623,257291,233717
249720,158536,156560,162655,160974,64329
249715,199198,272143,175040,160417,158536
249714,160974,160417,162655,156560,158082
249713,209236,331116,218028,162378,214753
249707,57748,70215,337143,159943,159266
249668,336221,156964,64409,235870,300082
249666,59057,235296,288320,284312,133160
249663,293114,284985,338339,158906,124749
249638,202320,235105,277107,352979,284470
249615,336223,225019,336499,284024,271261
249611,293114,124749,96755,160940,293050
249601,233658,336380,129434,286128,159177
249598,157478,331116,289003,97530,283791
249567,111210,214800,160132,233478,159762
249547,336220,277492,352901,235854,289090
249545,181585,111043,233688,119534,128260
249540,234698,64409,336221,156964,288321
249539,160417,162655,156560,64329,199198
249535,158536,162655,156560,64329,156808
249531,124748,123290,123757,124228,172576
249527,215861,276970,168623,198144,161425
249984,162655,160417,16129,158536,272143
249979,160974,162655,199198,158536,156560
249966,158536,160417,162655,156560,300470
249949,158536,160417,162655,156560,300470
249918,162655,225463,16129,59758,160417
249895,160417,162655,158536,156560,199198
249839,158536,162655,64329,156560,199198
249701,162655,272143,160974,160417,158536
249695,162655,160417,16129,158536,272143
249673,158536,160417,162655,156560,300470
249660,162655,272143,64329,156560,199198
249557,59758,272143,160974,162655,313504
249551,162655,225463,16129,59758,160417
249519,300470,16129,199198,162655,64329
249996,162655,160417,300470,158536,16129
249986,162655,160417,300470,158536,16129
249974,162655,160417,300470,158536,16129
249971,272143,156560,199198,162655,273397
249968,162655,160417,300470,158536,16129
249957,162655,160417,300470,158536,16129
249956,160417,64329,162655,160974,272143
249952,162655,160417,300470,158536,16129
249950,162655,160417,300470,158536,16129
249940,162655,160417,300470,158536,16129
249917,160417,64329,162655,160974,272143
249909,162655,272143,199198,300470,160417
249906,64329,158536,162655,272143,156560
249904,160974,162655,272143,160417,199198
249903,160974,225463,162655,202557,16129
249901,160974,225463,162655,202557,16129
249900,162655,160417,300470,158536,16129
249899,162655,160417,300470,158536,16129
249896,162655,160417,300470,158536,16129
249893,162655,160417,300470,158536,16129
249891,162655,160417,300470,158536,16129
249888,64329,158536,162655,272143,156560
249884,162655,160417,300470,158536,16129
249882,162655,160417,300470,158536,16129
249875,162655,160974,199198,160417,272143
249871,162655,160417,300470,158536,16129
249867,59758,160974,272143,162655,300470
249863,160974,158536,162655,300470,160417
249862,162655,160417,300470,158536,16129
249860,158536,160974,162655,160417,166581
249852,160974,225463,59758,96812,162655
249849,162655,160417,300470,158536,16129
249848,162655,160417,300470,158536,16129
249828,162655,160417,300470,158536,16129
249825,162655,160417,300470,158536,16129
249817,162655,160417,300470,158536,16129
249813,160974,158536,162655,300470,160417
249809,162655,160417,300470,158536,16129
249802,293301,257291,202493,168623,159762
249800,162655,160417,300470,158536,16129
249796,162655,160417,300470,158536,16129
249795,160974,158536,162655,300470,160417
249789,160974,225463,162655,202557,16129
249783,162655,272143,160974,199198,300470
249782,64329,158536,162655,272143,156560
249769,160974,158536,162655,300470,160417
249761,160974,158536,162655,300470,160417
249760,162655,160417,300470,158536,16129
249759,162655,160417,300470,158536,16129
249749,162655,160417,300470,158536,16129
249743,160974,225463,162655,202557,16129
249741,355323,74268,299065,357852,96397
249726,162655,160417,300470,158536,16129
249724,158536,160974,162655,160417,166581
249718,162655,160974,160417,158536,156447
249716,162655,160417,300470,158536,16129
249702,272143,158536,162655,160974,160417
249690,160974,199198,160417,158536,272143
249687,160417,64329,162655,160974,272143
249677,162655,160417,300470,158536,16129
249667,162655,160417,300470,158536,16129
249664,156560,160974,272143,162655,64329
249661,272143,160974,199198,162655,160417
249657,162655,160417,300470,158536,16129
249655,162655,160417,300470,158536,16129
249653,272143,233717,156619,159762,284547
249648,64329,158536,162655,272143,156560
249643,162655,160974,59758,166581,199198
249642,162655,160974,160417,158536,156447
249640,124749,129434,338339,293301,286128
249639,162655,160417,300470,158536,16129
249633,162655,160417,300470,158536,16129
249622,162655,160417,300470,158536,16129
249618,162655,160417,300470,158536,16129
249608,160974,225463,162655,202557,16129
249605,162655,160417,300470,158536,16129
249604,162655,272143,158536,160974,160417
249592,160974,199198,160417,158536,272143
249585,160974,162655,272660,272143,199198
249584,162655,160417,300470,158536,16129
249582,162655,160417,300470,158536,16129
249579,162655,160417,300470,158536,16129
249575,160974,158536,162655,300470,160417
249572,162655,160417,300470,158536,16129
249566,162655,160417,300470,158536,16129
249564,162655,160417,300470,158536,16129
249559,162655,160417,300470,158536,16129
249549,160974,158536,162655,300470,160417
249544,64329,158536,162655,272143,156560
249541,160974,158536,162655,300470,160417
249528,162655,160417,300470,158536,16129
249526,160974,225463,59758,96812,162655
249520,162655,160417,300470,158536,16129
249517,162655,160417,300470,158536,16129
249516,162655,160974,160417,158536,156447
249496,272143,162655,202557,225055,160974
249281,234269,235616,235854,354086,208360
249226,336254,289003,283009,277107,157478
249216,337192,336220,284096,277492,277491
249207,336221,214631,235616,29953,64409
249193,183176,277492,307779,159938,215674
249163,64409,336221,42960,300082,209156
249115,277107,159195,352979,283009,39894
249077,39894,157478,198605,283009,288827
249074,39894,283009,352979,336254,289003
249041,352979,277107,283009,289003,157478
249011,202381,283009,277107,39894,206785
249485,277107,289003,30389,283009,352979
249481,271262,58580,284583,277067,236566
249475,277107,30389,331116,283009,39894
249474,202355,209236,208582,237822,209245
249473,199372,58235,289003,331116,283009
249467,284470,195177,207758,207975,234308
249461,36162,277107,362914,158772,336254
249458,50494,198605,157478,211732,357554
249457,183176,354086,277492,96210,119534
249456,202355,209236,331116,202559,206785
249454,202476,208150,202416,224354,202635
249448,236610,96210,20691,194923,284583
249446,59057,237612,214283,288320,63307
249440,352979,30389,39894,289003,157478
249429,157375,285045,355155,75962,50569
249423,36162,39894,331116,235105,50644
249420,57966,336254,218028,277107,283009
249396,277107,39894,30389,283009,331116
249393,96210,336245,284773,271262,157375
249385,331116,336254,199474,218028,158541
249380,362914,190594,237385,353415,315104
249373,277107,336254,289003,36162,283009
249370,20691,336245,285377,236610,271262
249365,355163,355177,214616,225010,336245
249357,57748,337143,70215,293513,158882
249352,95972,276970,285379,161425,168623
249348,234698,129165,336223,95716,235870
249346,336254,277107,289003,283009,36162
249337,288435,307779,277492,235854,128260
249325,39894,283009,30389,235105,336254
249322,235808,353849,156279,158331,156807
249320,277107,235105,202320,283009,352979
249316,336220,277491,235854,183176,235616
249311,331116,336254,283009,362914,36162
249305,96210,336245,20691,289003,293513
249304,277107,70986,50644,158772,156279
249302,336254,218028,215613,202355,315146
249297,352979,283009,206415,336254,39894
249292,283009,277107,157478,285849,39894
249290,166322,198605,39894,50494,357554
249285,30389,352979,283009,39894,289003
249282,336254,283009,36162,352979,157478
249279,236610,157043,96210,336245,313920
249275,337143,16087,293513,96210,236610
249273,331116,36162,218028,50644,277107
249268,166322,50494,214258,75972,159019
249264,234698,95716,156964,119193,315105
249261,285533,233742,119522,233688,348112
249260,128707,289090,96214,235870,234698
249259,39894,331116,283009,235105,36162
249252,218028,336254,202355,215613,199474
249248,50494,289003,42567,198605,157478
249246,202388,70591,119534,307779,183176
249239,235105,206415,277107,235323,283009
249238,331116,336254,277107,283009,157478
249234,181585,183176,284339,337192,288435
249230,75962,58580,283764,336245,284773
249228,128260,183176,160142,289090,337192
249223,50644,202355,157478,277107,158541
249222,288827,159019,39894,73506,357554
249213,284096,336220,235854,289090,234267
249210,181585,119534,336220,288435,20691
249203,96210,336245,284583,277067,236610
249200,183176,128260,119488,283505,215993
249196,202355,218028,157815,315146,199474
249188,336220,277491,289090,284096,235854
249180,277107,352979,283009,336254,289003
249176,159019,198605,156807,277107,50494
249175,336245,57616,337441,284583,32088
249170,352979,331116,283009,362914,157478
249169,336254,157478,283009,331116,277107
249166,202381,207603,283009,277107,50494
249162,97538,337143,293513,95721,95726
249140,337192,288435,277491,289090,336220
249130,277107,39894,30389,336254,289003
249129,289003,336254,277107,283009,336250
249128,156964,236338,235870,235616,95716
249125,157478,336254,283009,331116,277107
249124,270607,331116,199474,343256,50504
249122,96210,288440,159529,96127,336245
249120,158772,36162,50644,206415,284470
249113,277107,39894,157478,331116,289003
249112,206415,277107,206571,234308,209122
249105,336223,288320,59057,300082,48403
249100,30389,331116,352979,39894,336254
249097,70429,159019,39894,283009,277107
249089,331116,277107,289003,199372,95868
249087,283009,352979,39894,331116,157478
249072,215613,214753,331116,199474,50644
249069,352979,39894,30389,206415,235105
249065,225010,202416,58580,157798,202476
249064,277107,283009,331116,336254,57966
249063,235616,234698,59681,234269,271770
249060,331116,336254,157478,289003,207603
249057,202355,218028,215613,336254,96141
249055,39894,30389,336254,157478,331116
249053,202320,159019,207975,207758,202381
249051,352979,39894,30389,289003,202320
249047,270607,158882,245161,50504,285377
249040,50504,245161,158882,270607,96986
249039,156279,211442,79851,158772,224730
249035,337143,288528,288500,293513,57748
249023,177442,277107,39894,36162,235105
249002,331116,199372,97616,202355,292594
248997,277107,336254,331116,289003,283009
248989,277107,352979,289003,39894,331116
248982,336254,218028,166322,157478,289003
248980,39894,283009,158331,363916,159019
248977,205958,70986,36162,209122,156279
249455,331116,336254,289003,166322,283791
249432,277713,352979,283009,206415,336254
249402,225010,313920,284773,283764,236566
249375,183176,354086,307779,277492,336220
249045,293513,336245,285377,236610,331116
249022,337143,209348,208970,96210,293513
249406,289090,284096,336220,183176,235854
249389,87236,87232,87192,87231,233658
249330,206631,206315,205973,157252,272242
249270,156964,234698,336221,64346,235870
249215,336254,283009,157478,285849,277107
249012,64409,63307,161506,288320,161801
248994,277107,352979,50494,283009,331116
249412,183176,160096,111043,233688,283505
249410,337143,293513,57748,336934,288528
249397,215674,119534,277492,159938,284096
249308,336221,235870,236338,235616,64409
249283,59681,235854,235870,234269,300082
249127,336220,235616,234267,233688,111043
249091,31520,337143,213877,158664,337630
249028,336254,283009,277107,157478,285849
249021,32082,29953,234269,336221,289090
248999,289003,336254,277107,283009,157478
249480,336254,331116,36162,289003,352979
249478,205824,234308,70986,50644,36162
249468,331116,336254,289003,277107,283009
249430,161506,235652,235525,270799,141004
249422,277107,39894,352979,289003,30389
249369,95977,123614,283392,58891,182256
249368,336221,95716,64409,119193,156964
249363,235854,354086,158719,214297,277492
249351,31836,59057,234698,336223,161801
249257,225010,58580,271262,283764,96210
249236,277107,39894,289003,352979,157478
249229,235616,64409,234698,300082,336221
249161,360563,289003,256026,361041,277107
249158,352979,283009,50494,42285,336254
249133,9308,96127,96210,327984,96103
249078,289003,39894,218028,352979,235105
248988,284583,58580,277067,96210,20691
249405,300234,237580,96244,159196,250043
249362,337192,336220,183176,277492,235854
249356,235616,336221,234269,234698,235854
249338,331116,277107,289003,336254,283009
249329,39894,352979,336254,283009,157478
249286,206785,202320,207603,206415,157478
249278,32082,29953,234698,289090,336220
249258,336220,183176,284096,235854,119534
249212,209236,331116,206785,289003,206415
249154,338340,313996,96480,124749,123826
249103,31836,234698,276970,257291,63307
249042,336221,234269,234698,235616,207848
249033,337143,288500,293513,331116,199474
249027,235616,234698,29953,336220,235854
249001,39894,166322,283009,277107,288827
248981,234698,336221,156964,235616,29953
248979,57748,293513,70215,337143,158882
249421,202355,331116,202559,218028,214753
249387,283009,39894,352979,30389,157478
249376,235854,20691,96210,183176,336220
249324,283009,336254,277107,285849,157478
249291,181585,119534,284339,128260,159938
249225,202355,202559,331116,218028,206785
249168,277107,331116,336254,352979,289003
249434,65991,96210,245161,225010,271262
249398,277067,236610,58580,284583,271262
249372,183176,235854,70591,271262,289090
249366,234269,47718,336221,183176,234698
249360,283009,336254,157478,277107,39894
249350,277107,158772,30760,156279,50644
249336,336223,133160,288320,234698,48403
249227,336223,234698,235616,235854,336221
249165,277107,331116,289003,336254,157478
249137,300082,234698,336223,235854,156964
249121,159275,57748,337143,208970,209013
249114,183176,158794,235854,158719,284096
249109,336380,129434,303565,338339,133160
249080,277713,277107,336254,283009,352979
249073,96210,288440,336245,183176,271262
249469,123826,124749,123289,336223,124748
249439,336254,157478,283009,277107,331116
249354,276970,123909,124228,235804,236207
249301,39894,277107,283009,235105,202320
249199,202559,202381,331116,206785,207603
249195,234269,289090,336221,235854,336220
249131,336254,283009,97530,277107,157478
249076,331116,218028,209236,162378,214753
249067,58580,313920,225010,277067,96210
249058,129434,336380,214021,156355,301030
249031,352979,39894,331116,336254,283009
249009,96210,20691,288440,293513,284583
249487,59057,214283,234698,288320,336223
249465,59057,87192,336223,234698,133160
249441,50504,96210,30336,202355,285377
249413,59057,31836,336223,288320,234698
249335,234698,336221,336223,288321,95716
249309,277107,39894,352979,157478,336254
249274,111043,233688,119534,128260,181585
249265,235616,336221,32082,234698,242596
249263,31836,288320,63307,161506,195009
249249,300082,235870,234698,336221,64409
249231,159938,119534,354086,233688,235854
249219,234698,336221,64409,156964,234813
249206,95716,234698,235854,336223,235616
249205,59057,288320,336223,48403,234698
249171,64409,300082,234698,235870,336221
249146,218028,336254,215613,96141,315146
249132,156964,235616,234698,336221,300082
249107,336223,234698,336221,336380,59057
249104,336380,233658,129434,303331,161801
249049,235616,336220,277491,235854,337192
249024,336380,83534,129434,156355,158047
249015,20691,336245,293513,285377,331116
249010,284583,271262,58580,277067,236610
249006,336245,20691,355163,285045,337441
248992,293513,288528,337143,199474,245161
249459,270799,214283,59057,161801,234698
249395,352979,206785,202320,277107,283009
249383,235854,277492,289003,183176,307779
249359,218028,336254,214753,158541,199474
249343,205824,70986,50644,234308,205958
249341,336223,59057,288320,119193,31836
249339,95716,234698,119193,300082,48403
249334,331116,158541,199474,214753,218028
249327,129434,214474,336380,31520,108856
249307,315104,289003,336254,331116,283009
249284,234698,289090,235854,32082,183176
249276,234698,336221,336223,235870,271261
249250,209013,205869,58619,8497,237822
249247,214658,336221,96210,331116,336245
249232,111043,183176,283505,234006,215993
249208,202355,96210,331116,336245,293513
249201,124194,214709,236951,123289,124177
249143,199198,64329,156560,166581,199197
249119,160974,272143,59758,156560,64329
249096,336221,235870,156964,214631,64409
249068,283009,336254,277107,285849,157478
249066,183176,70591,354086,235854,284339
249054,293513,50504,158882,96210,336245
249043,156560,64329,156619,272143,156447
249036,157478,331116,289003,277107,50494
249000,59057,336223,141004,288320,63307
248991,285342,233717,271551,159762,293301
